tcm_code,tcm_name
ZYTR70,痰热蕴结证
ZYTR71,痰热搏结证
ZYTR72,痰热阻结证
ZYTR80,痰热阻肺证
ZYTR81,痰热阻肺，腑有热结证
ZYTR90,痰热壅肺证
ZYTRA0,痰热郁肺证
ZYTRB0,痰热瘀肺证
ZYTRC0,痰浊化热证
ZYTU00,痰火证
ZYTU10,痰火动风证
ZYTU11,痰火动风，上阻清窍证
ZYTU12,痰火动风，上扰清窍证
ZYTU20,痰火犯肺证
ZYTU30,炎火积滞证
ZYTU40,痰火内闭证
ZYTU41,痰火闭窍证
ZYTU50,痰火内蕴证
ZYTU60,痰火内盛证
ZYTU70,痰火内扰证
ZYTU71,痰火扰神证
ZYTU72,痰火扰心证
ZYTU80,痰火上扰证
ZYTU81,痰火升扰证
ZYTU90,痰火郁结证
ZYTU91,痰火壅结证
ZYTUA0,痰浊化火证
ZYTX10,痰血瘀滞证
ZYTX20,痰瘀互结证
ZYTX21,痰瘀搏结证
ZYTX22,痰瘀痹阻证
ZYTX30,痰瘀化火证
ZYTX40,痰瘀滞络证
ZYTX50,痰结血瘀证
ZYTX60,痰浊瘀阻证
ZYTY10,痰食互结证
ZYTY20,痰食壅结证
ZZX010,心神不宁证
ZZX020,心神惑乱证
ZZX030,素体不足，劳心过度证
ZZXA10,心阳不足证
ZZXA20,心阳亏虚证
ZZXA30,心阳虚衰证
ZZXA40,心阳不振证
ZZXA50,心阳欲脱证
ZZXA60,心阳暴脱证
ZZXF10,心肺风热证
ZZXF20,心肺热毒证
ZZXF30,心肺郁热证
ZZXF40,心肺气虚证
ZZXF50,心肺阴虚证
ZZXG10,心肝风火证
ZZXG20,心肝热炽证
ZZXG21,心肝热炽，热壅血瘀证
ZZXG30,心肝阴虚证
ZZXG40,心胆气虚证
ZZXG50,心虚胆怯证
ZZXJ10,心经积热证
ZZYJ20,心经火盛证
ZZXJ30,心经实火证
ZZYJ40,心经虚火证
ZZXJ50,心脉痹阻证
ZZXP10,心脾风热证
ZZXP20,心脾火炽证
ZZXP30,心脾火郁证
ZZXP40,心脾积热证
ZZXP41,心脾积热，循经上炎证
ZZXP50,心脾亏虚证
ZZXP60,心脾两虚证
ZZXP61,心脾两虚，虚风动越证
ZZXP70,心脾气虚证
ZZXP80,心脾血虚证
ZZXP90,心脾湿热证
ZZXPA0,心脾受损证
ZZXPB0,心脾郁热证
ZZXPC0,劳伤心脾证
ZZXPC1,劳伤心脾，气不摄精证
ZZXV10,心气不足证
ZZXV20,心气亏虚证
ZZXS10,心肾不交证
ZZXS20,心肾亏虚证
ZZXS30,心肾气虚证
ZZXS40,心肾阳虚证
ZZXS50,心肾阴虚证
ZZXU10,心火炽盛证
ZZXU11,心火偏亢证
ZZXU20,心火上炎证
ZZXX10,心血不足证
ZZXX20,心血亏虚证
ZZXX30,心血瘀阻证
ZZXX40,心脉瘀阻证
ZZXX50,心虚血少证
ZZXY10,心阴不足证
ZZXY20,心阴亏虚证
ZZXY21,心阴亏损证
ZZXY22,心营亏虚证
ZZXY30,心营耗损证
ZZXY31,心营耗损，肝肾不足证
ZZF010,肺脏亏虚证
ZZF020,肺失治节，水道不利证
ZZF030,肺虚不固证
ZZF040,肺卫不固证
ZZF041,肺卫气虚证
ZZFG10,肺肝风热证
ZZFG11,肺肝风热，血热壅滞证
ZZFG20,肝肺热盛证
ZZFH10,肺虚寒证
ZZFH20,肺虚感寒证
ZZFM10,肠道湿热证
ZZFM11,大肠湿热证
ZZFJ10,肺经风热证
ZZFJ20,肺经热盛证
ZZFJ30,肺经受热证
ZZFJ31,肺经受热，痰湿凝滞证
ZZFJ40,肺经湿热证
ZZFJ41,肺经湿热，编造结鼻窍证
ZZFJ50,肺经虚热证
ZZFJ60,肺经郁火证
ZZFJ70,肺经蕴热证
ZZFJ71,肺经蕴热，邪毒外袭证
ZZFJ80,肺经燥热证
ZZFJ90,肺经瘀阻证
ZZFJA0,肺络不畅证
ZZFJB0,肠风伤络证
ZZFJB1,风伤肠络证
ZZFP10,肺脾两虚证
ZZFP11,肺脾两虚，邪滞鼻窍证
ZZFP20,肺脾气虚证
ZZFP30,肺脾湿热证
ZZFP40,肺脾积热证
ZZFP50,肺胃热盛证
ZZFP60,肺胃积热证
ZZFP61,肺胃蕴热证
ZZFP70,肺胃实热证
ZZFP80,肺胃湿热证
ZZFP90,肺胃燥热证
ZZFPA0,肺胃阴伤证
ZZFPB0,肠胃湿热证
ZZFPC0,肠胃实热证
ZZFV10,肺气亏虚证
ZZFV20,肺气虚寒证
ZZFV30,肺气郁痹证
ZZFV40,肠道气滞证
ZZFR00,肺热证
ZZFR10,肺热亢盛证
ZZFR11,肺热壅盛证
ZZFR20,肺热气壅证
ZZFR30,肺热津伤证
ZZFR31,肺热津伤，筋失濡润证
ZZFR40,肺热失宣证
ZZFR50,肺热上郁证
ZZFR60,肺热下移证
ZZFR70,肺热血热证
ZZFR80,肺热血瘀证
ZZFR90,肺热移肠证
ZZFRA0,肺热发疹证
ZZFRB0,肠道实热证
ZZFS10,肺肾两虚证
ZZFS20,肺肾气虚证
ZZFS30,肺肾阴虚证
ZZFS40,肺肾阳虚证
ZZFX10,肺虚邪滞证
ZZFY10,肺阴不足证
ZZFY20,肺阴亏虚证
ZZFY21,肺阴亏耗证
ZZFY30,肺阴伤证
ZZFY40,肺阴火旺证
ZZFZ00,肺燥证
ZZFZ10,肺燥郁热证
ZZFZ20,肺燥伤阴证
ZZFZ21,肺燥津伤证
ZZFZ30,肺燥肠闭证
ZZFZ40,肺燥肠热证
ZZFZ41,肺燥肠热，络伤咳血证
ZZFZ50,肺虚燥证
ZZFZ60,肠燥津伤证
ZZP010,脾虚证
ZZP020,脾虚不摄证
ZZP030,脾虚不固证
ZZP040,脾虚失运证
ZZP041,脾虚失运，中气不足证
ZZP050,脾虚中衰证
ZZP051,脾虚中衰，清阳不升证
ZZP060,脾失健运证
ZZP061,脾失健运，湿浊流注证
ZZP070,脾胃亏虚证
ZZP071,脾胃亏虚，肝阴不足证
ZZP072,脾胃亏虚，精微不运证
ZZP073,脾胃亏虚，余湿未尽证
ZZP080,脾胃虚弱证
ZZP090,脾胃失调证
ZZP091,脾胃失调，湿热郁蒸证
ZZP092,脾胃不和证
ZZP100,胃腑不和证
ZZPA10,脾阳不足证
ZZPA20,脾阳亏虚证
ZZPA30,脾阳虚衰证
ZZPA40,脾胃阳虚证
ZZPA50,脾阳不振证
ZZPF10,脾肺气虚证
ZZPF11,脾肺气虚，膀胱失约证
ZZPF20,胃肠积热证
ZZPF30,胃肠湿热证
ZZPF40,胃肠虚热证
ZZPG10,脾虚肝热证
ZZPG20,脾虚肝旺证
ZZPH10,胃寒证
ZZPH20,脾虚寒湿证
ZZPH30,脾胃虚寒证
ZZPH40,中焦虚寒证
ZZPH50,中虚脏寒证
ZZPH60,胃中寒冷证
ZZPM10,脾虚湿蕴证
ZZPM20,脾虚湿泛证
ZZPM30,脾虚湿困证
ZZPM31,脾虚湿困，上犯耳窍证
ZZPM32,脾虚湿困，虚火上浮证
ZZPM40,脾虚湿滞证
ZZPM41,脾虚湿阻证
ZZPM50,脾虚湿热证
ZZPM60,脾虚湿盛证
ZZPM61,脾虚湿盛，风痰阻络证
ZZPM70,脾胃湿热证
ZZPJ10,脾经风热证
ZZPJ20,脾经湿热证
ZZPJ30,脾经血燥证
ZZPV10,脾气不足证
ZZPV11,脾气不足，胃阴损伤证
ZZPV20,脾气亏虚证
ZZPV30,脾虚气弱证
ZZPV40,脾虚气陷证
ZZPV50,脾气不升证
ZZPV60,脾胃气虚证
ZZPV70,胃气不和证
ZZPV71,胃气失和证
ZZPV80,胃气虚败证
ZZPR10,脾胃伏热证
ZZPR20,脾胃积热证
ZZPR21,脾胃积热，血热伤络证
ZZPR30,脾胃热盛证
ZZPR40,脾胃实热证
ZZPR50,胃热证
ZZPR60,胃热炽盛证
ZZPR61,胃热壅盛证
ZZPR70,胃热薰蒸证
ZZPR80,胃热津亏证
ZZPR90,胃热阴虚证
ZZPRA0,胃热灼阴证
ZZPRB0,胃中积热证
ZZPRB1,胃中蕴热证
ZZPRC0,胃热滞脾证
ZZPS10,脾肾不固证
ZZPS20,脾肾不足证
ZZPS30,脾肾亏虚证
ZZPS31,脾肾亏虚，浊阴上逆证
ZZPS40,脾肾两虚证
ZZPS50,脾肾气虚证
ZZPS60,脾肾虚衰证
ZZPS61,脾肾虚弱证
ZZPS70,脾肾阳衰证
ZZPS80,脾肾阳虚证
ZZPS90,脾肾阴虚证
ZZPT10,脾虚痰湿证
ZZPT11,脾虚痰湿，风邪犯耳证
ZZPT20,脾虚痰盛证
ZZPT30,脾虚痰阻证
ZZPT40,脾虚痰浊证
ZZPT50,脾虚水泛证
ZZPT60,脾虚水困证
ZZPU10,脾虚火旺证
ZZPU20,脾胃火毒证
ZZPU30,胃火上逆证
ZZPU40,胃火炽盛证
ZZPX10,脾不统血证
ZZPX20,脾虚血亏证
ZZPX30,脾虚血燥证
ZZPY10,脾胃阴虚证
ZZPY20,胃阴不足证
ZZPY30,胃阴亏虚证
ZZPZ00,脾燥证
ZZPZ10,胃燥津伤证
ZZPZ20,胃燥血虚证
ZZG010,肝郁证
ZZG011,肝郁不舒证
ZZGA10,肝阳暴亢证
ZZGA11,肝阳暴亢，风火上逆证
ZZGA12,肝阳暴亢，风火上扰证
ZZGA20,肝阳化风证
ZZGA21,肝阳化风，痰热上扰证
ZZGA30,肝阳上亢证
ZZGA31,肝阳上亢，脉络瘀阻证
ZZGA32,肝阳上亢，痰邪阻窍证
ZZGA40,肝阳上扰证
ZZGA50,风阳内动证
ZZGA60,风阳痰火证
ZZGF01,肝风证
ZZGF10,肝风内动证
ZZGF11,肝风内动――风窜络脉证
ZZGF12,肝风内动――阴虚风动证
ZZGF13,虚风内动证
ZZGF20,肝风痰浊证
ZZGM10,肝郁湿热证
ZZGM20,肝胆湿热证
ZZGM21,肝胆湿热上蒸证
ZZGJ10,肝经风热证
ZZGJ20,肝经积热证
ZZGJ30,肝经热盛证
ZZGJ40,肝经郁热证
ZZGJ50,肝经火盛证
ZZGJ60,肝经郁火证
ZZGJ70,肝经湿热证
ZZGJ80,胆经郁热证
ZZGP10,肝脾亏虚证
ZZGP20,肝脾两虚证
ZZGP30,肝脾气滞证
ZZGP40,肝脾湿热证
ZZGP41,肝脾湿火证
ZZGP50,肝脾血瘀证
ZZGP60,肝旺脾虚证
ZZGP70,肝旺脾困证
ZZGP80,肝胃不和证
ZZGP90,肝胃气滞证
ZZGPA0,肝胃虚寒证
ZZGPA1,肝胃虚寒，饮邪上犯证
ZZGPB0,肝胃阴虚证
ZZGPC0,肝胃郁热证
ZZGPD0,肝郁脾虚证
ZZGPE0,肝木犯胃证
ZZGV10,肝气郁结证
ZZGV11,肝气郁结，气滞血瘀证
ZZGV12,肝气郁滞证
ZZGV20,肝气乘脾证
ZZGV30,肝气犯胃证
ZZGV40,肝郁气滞证
ZZGV41,肝郁气滞，气火上逆证
ZZGV42,肝郁气滞，痰浊阻络证
ZZGR10,肝热上扰证
ZZGR20,肝郁化热证
ZZGR30,肝胆热毒证
ZZGR40,肝胆郁热证
ZZGR50,肝郁胆热热
ZZGR60,胆腑郁热证
ZZGR70,胆热证
ZZGS10,肝肾不足证
ZZGS11,肝肾亏损证
ZZGS20,肝肾亏虚证
ZZGS21,肝肾亏虚，髓枯筋痿证
ZZGS22,肝肾亏虚，阴血不足证
ZZGS30,肝肾两虚证
ZZGS31,肝肾两亏证
ZZGS32,肝肾两虚，约束无权证
ZZGS40,肝肾阴虚证
ZZGS41,肝肾阴虚，风阳上扰证
ZZGS42,肝肾阴虚，肝阳上亢证
ZZGS50,肝郁肾虚证
ZZGT10,肝郁痰火证
ZZGT20,肝郁痰凝证
ZZGU10,肝火炽盛证
ZZGU11,肝火亢盛证
ZZGU12,肝火旺盛证
ZZGU20,肝火上炎证
ZZGU21,肝火上扰证
ZZGU22,肝火上扰清窍证
ZZGU30,肝火湿热证
ZZGU31,肝火湿热上攻证
ZZGU40,肝火痰热证
ZZGU50,肝火犯肺证
ZZGU60,肝火犯胃证
ZZGU70,肝火流筋证
ZZGU80,肝郁化火证
ZZGU90,肝郁火旺证
ZZGUA0,肝胆火炽证
ZZGUA1,肝胆火炽，风火攻目证
ZZGUB0,肝胆火热证
ZZGUC0,肝胆火盛证
ZZGUC1,肝胆火盛，邪热外侵证
ZZGUD0,肝胆火旺证
ZZGUE0,胆火上逆证
ZZGX10,肝血不足证
ZZGX11,肝血不足，风中脉络证
ZZGX12,肝血不足，外感风邪证
ZZGX20,肝血亏虚证
ZZGX30,肝郁血热证
ZZGX40,肝郁血虚证
ZZGX50,肝郁血瘀证
ZZGX60,肝胆瘀阻证
ZZGY10,肝阴不足证
ZZGY20,肝阴亏虚证
ZZS010,肾精不足证
ZZS011,肾精亏耗证
ZZS012,肾精亏损证
ZZS020,肾精亏虚证
ZZS030,肾虚证
ZZS040,肾虚精亏证
ZZS050,肾虚不固证
ZZS051,肾虚失约证
ZZS052,肾虚不固――阳虚证
ZZS053,肾虚不固――阴虚证
ZZS060,肾虚骨弱证
ZZS070,肾虚滑脱证
ZZS071,肾虚滑脱，精关不固证
ZZS080,肾虚髓亏证
ZZS081,肾虚髓减证
ZZS090,肾元不足证
ZZS091,肾元不足，内风暗煽证
ZZS100,肾元亏虚证
ZZS101,肾元亏虚，邪毒停聚证
ZZS110,膀胱损伤证
ZZS120,膀胱虚冷证
ZZSA10,肾阳不足证
ZZSA11,肾阳不足，气化无权证
ZZSA20,肾阳亏虚证
ZZSA30,肾阳虚损证
ZZSA40,肾阳虚衰证
ZZSA41,肾阳衰惫证
ZZSA42,肾阳衰微证
ZZSA50,命门火衰证
ZZSA51,命门火衰，脾阳不足证
ZZSG10,肾虚肝亢证
ZZSH10,肾虚寒凝证
ZZSH20,肾虚寒湿证
ZZSH30,肾虚寒痰证
ZZSH40,下元虚寒证
ZZSH41,下元虚寒，肾气不足证
ZZSM10,肾虚湿热证
ZZSM20,膀胱湿热证
ZZSV10,肾气不足证
ZZSV11,肾气不充证
ZZSV20,肾气亏虚证
ZZSV21,肾气亏虚――阴虚证
ZZSV22,肾气亏虚――阳虚证
ZZSV30,肾气衰微证
ZZSV40,肾气不固证
ZZSV50,肾气不摄证
ZZSV60,肾不纳气证
ZZSR10,肾虚内热证
ZZSR20,肾虚髓热证
ZZST10,肾虚水泛证
ZZSU20,相火炽盛证
ZZSU30,相火上炎证
ZZSU40,君相火动证
ZZSU41,君相火动，心肾不交证
ZZSU42,君相火旺证
ZZSY10,肾阴不足证
ZZSY11,肾阴不足，水液不利证
ZZSY20,肾阴亏虚证
ZZSY30,肾阴耗损证
ZZSY31,肾阴虚损证
ZZJ010,冲任失调证
ZZJ020,经脉不和证
ZZJ030,经脉空虚证
ZZJ031,络脉空虚，风邪入中证
ZZJ040,络脉破损证
ZZJ050,胸络不和证
ZZJ060,窍络被蒙证
ZZJ070,络气不和证
ZZJX10,络伤出血证
ZZJX20,伤络便血证
ZZJX30,经络瘀滞证
ZZJX31,经络瘀阻证
ZZJX32,经脉瘀阻证
ZLT000,太阳证
ZLT010,太阳中风表虚证
ZLT020,太阳伤寒表实证
ZLT030,太阳表郁轻证
ZLT040,太阳结胸证
ZLT050,太阳脏结证
ZLT060,太阳痞证
ZLT070,太阳下焦滑脱痞证
ZLTH00,太阳寒证
ZLTH10,太阳虚寒证
ZLTH11,太阳虚寒――心阳虚证
ZLTH12,太阳虚寒――阳虚兼水气证
ZLTH13,太阳虚寒――脾虚证
ZLTH14,太阳虚寒――肾阳虚证
ZLTH20,太阳寒实结胸证
ZLTH30,太阳寒热错杂痞证
ZLTR10,太阳热证
ZLTR20,太阳热实结胸证
ZLTR30,太阳热痞证
ZLTR40,太阳上热下寒证
ZLTT10,太阳痰气痞证
ZLTT20,太阳蓄水证
ZLTT30,太阳水痞证
ZLTU10,太阳火逆证
ZLTX10,太阳蓄血证
ZLTY10,太阳阴阳两虚证
ZLY000,阳明证
ZLY010,阳明实证
ZLY020,阳明发黄证
ZLY030,阳明腑实证
ZLY031,阳明腑实，小肠热盛证
ZLYR10,阳明热证
ZLYR20,阳明热盛证
ZLYR30,阳明热结证
ZLYR31,阳明热药，气液两虚证
ZLYR32,阳明热结，阴液亏损证
ZLYX10,阳明血热证
ZLYZ10,阳明燥结证
ZLS000,少阳证
ZLA000,太阴证
ZLA010,太阴兼表证
ZLA020,太阴腹痛证
ZLH000,少阴证
ZLH010,少阴咽痛证
ZLHH10,少阴寒化证
ZLHJ10,少阴伤津动血证
ZLHR10,少阴热证
ZLHR20,少阴热移膀胱证
ZLHR30,少阴热化证
ZLJ000,厥阴证
ZLJ010,厥阴厥证
ZLJ020,内陷厥阴证
ZLJ030,厥阴呕哕证
ZLJ040,厥阴下利证
ZLJR10,厥阴上热下寒证
ZWW010,卫分证
ZWWV10,卫气同病证
ZWWV11,卫气同病，痰热蕴肺证
ZWWY10,卫营同病证
ZWV000,气分证
ZWVM10,气分湿热证
ZWVX10,气血两燔证
ZWVY10,气营两燔证
ZWY000,营分证
ZWX000,血分证
ZVV000,其他证
ZVV010,禀赋不足证
ZVV011,先天不足证
ZVV020,干陷证
ZVV030,干疳证
ZVV040,疳积证
ZVV050,疳气证
ZVV060,疳肿胀证
ZVV070,筋断筋伤证
ZVV080,筋骨不用证
ZVV090,筋脉失养证
ZVV100,腐筋损骨证
ZVV110,劳伤筋脉证
ZVV120,鼻梁内陷，血脉损伤证
ZVV130,感伤健眼证
ZVV140,脑髓失养证
ZVV150,脑窍被蒙证
ZVV160,神明失职证
ZVV170,乳房部漏证
ZVV180,乳晕部漏证
ZVV190,髓海不足证
ZVV200,元神外脱证
ZVV210,内闭外脱证
ZVV220,内陷外脱证
ZVV230,上盛下虚证
ZVV240,下焦虚冷证
ZVV250,脏腑虚冷证
ZVV260,虚实夹杂证
ZVV270,三焦壅塞证
ZVV280,脱证
ZVV290,营卫不和证
ZVM010,一期
ZVM020,二期
ZVM030,三期
ZVM040,初期
ZVM050,中期
ZVM060,后期
ZVM070,晚期
ZVM080,见形期
ZVM090,出疹期
ZVM100,收没期
ZVM110,收口期
ZVM120,成痈期
ZVM130,酿脓期
ZVM140,成脓期
ZVM150,溃脓期
ZVM160,溃后期
ZVM170,恢复期
ZVM180,初咳期
ZVM190,痉咳期
ZVM200,疹前期
ZVM210,疹回期
ZVM220,未破损期
ZVM230,已破损期
ZVM240,发热期
ZVM250,膨胀期
ZVM260,成熟期
ZVM270,过熟期
ZVM280,初发期
ZVM290,进行期
ZVM300,退行期
ZVM310,昏溃期
ZVM320,清醒期
ZVM330,发作期
ZVM340,缓解期
ZVX010,脱屑型
ZVX020,鼻赘型
ZVX030,糜烂型
ZVX040,包块型
ZVX050,丘疹型
ZVX060,红斑型
ZVX070,界线型
ZVX080,瘤型
